exercice;département;commune rurale;commune touristique;tranche revenu par habitant;commune;agrégat; montant ;population; montant par habitant 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Dépenses totales hors remb; 2 027 521,03 € ;2006; 1 010,73 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Dépenses totales hors remb; 1 477 477,54 € ;1696; 871,15 € 
2023;Manche;Oui;Non;1;Barenton;Dépenses totales hors remb; 1 434 311,09 € ;1241; 1 155,77 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Dépenses totales hors remb; 732 466,02 € ;1065; 687,76 € 
2023;Manche;Oui;Non;1;Brécey;Dépenses totales hors remb; 2 921 800,08 € ;2313; 1 263,21 € 
2023;Manche;Oui;Non;3;Bretteville;Dépenses totales hors remb; 1 064 607,58 € ;1070; 994,96 € 
2023;Manche;Oui;Non;2;Brix;Dépenses totales hors remb; 1 956 261,74 € ;2198; 890,02 € 
2023;Manche;Oui;Non;1;Cérences;Dépenses totales hors remb; 2 344 330,16 € ;1809; 1 295,93 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Dépenses totales hors remb; 716 073,85 € ;1054; 679,39 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Dépenses totales hors remb; 814 467,20 € ;1025; 794,60 € 
2023;Manche;Oui;Non;2;Couville;Dépenses totales hors remb; 681 610,09 € ;1204; 566,12 € 
2023;Manche;Oui;Non;1;Créances;Dépenses totales hors remb; 3 286 123,55 € ;2108; 1 558,88 € 
2023;Manche;Oui;Non;2;Digosville;Dépenses totales hors remb; 1 282 131,67 € ;1666; 769,59 € 
2023;Manche;Oui;Non;1;Domjean;Dépenses totales hors remb; 675 662,10 € ;1027; 657,90 € 
2023;Manche;Oui;Non;2;Fermanville;Dépenses totales hors remb; 1 682 755,88 € ;1305; 1 289,47 € 
2023;Manche;Oui;Non;1;Flamanville;Dépenses totales hors remb; 6 291 525,99 € ;1789; 3 516,78 € 
2023;Manche;Oui;Non;1;Folligny;Dépenses totales hors remb; 1 673 588,31 € ;1121; 1 492,94 € 
2023;Manche;Oui;Non;1;Hambye;Dépenses totales hors remb; 836 035,91 € ;1113; 751,16 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Dépenses totales hors remb; 2 003 433,13 € ;1289; 1 554,25 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Dépenses totales hors remb; 568 015,28 € ;1169; 485,90 € 
2023;Manche;Oui;Non;1;Montebourg;Dépenses totales hors remb; 2 042 944,24 € ;2177; 938,42 € 
2023;Manche;Oui;Non;2;Pirou;Dépenses totales hors remb; 2 007 907,35 € ;1466; 1 369,65 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Dépenses totales hors remb; 1 638 950,26 € ;1123; 1 459,44 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Dépenses totales hors remb; 552 651,75 € ;1007; 548,81 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Dépenses totales hors remb; 1 363 009,10 € ;1517; 898,49 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Dépenses totales hors remb; 1 530 594,81 € ;1849; 827,80 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Dépenses totales hors remb; 1 087 112,22 € ;1471; 739,03 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Dépenses totales hors remb; 1 100 145,95 € ;1388; 792,61 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Dépenses totales hors remb; 3 673 954,59 € ;2115; 1 737,09 € 
2023;Manche;Oui;Non;1;Sottevast;Dépenses totales hors remb; 1 677 578,66 € ;1462; 1 147,45 € 
2023;Manche;Oui;Non;2;Surtainville;Dépenses totales hors remb; 1 317 086,50 € ;1185; 1 111,47 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Dépenses totales hors remb; 621 783,26 € ;1055; 589,37 € 
2023;Orne;Oui;Non;1;Boischampré;Dépenses totales hors remb; 542 709,41 € ;1226; 442,67 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Dépenses totales hors remb; 1 973 634,15 € ;1769; 1 115,68 € 
2023;Orne;Oui;Non;2;Écouves;Dépenses totales hors remb; 1 811 635,51 € ;1699; 1 066,30 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Dépenses totales hors remb; 1 271 442,75 € ;2073; 613,33 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Dépenses totales hors remb; 1 898 856,74 € ;2046; 928,08 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Dépenses totales hors remb; 1 977 142,78 € ;1940; 1 019,15 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Dépenses totales hors remb; 3 422 017,11 € ;2172; 1 575,51 € 
2023;Orne;Oui;Non;2;Longny les Villages;Dépenses totales hors remb; 3 476 657,59 € ;2978; 1 167,45 € 
2023;Orne;Oui;Non;1;Passais Villages;Dépenses totales hors remb; 1 034 816,41 € ;1179; 877,71 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Dépenses totales hors remb; 1 924 838,01 € ;2177; 884,17 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Dépenses totales hors remb; 1 149 975,13 € ;1559; 737,64 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Dépenses totales hors remb; 2 468 703,27 € ;2251; 1 096,71 € 
2023;Orne;Oui;Non;1;Mortrée;Dépenses totales hors remb; 696 755,45 € ;1167; 597,05 € 
2023;Orne;Oui;Non;1;Aube;Dépenses totales hors remb; 798 935,41 € ;1304; 612,68 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Dépenses totales hors remb; 751 880,37 € ;1083; 694,26 € 
2023;Orne;Oui;Non;1;Berd'huis;Dépenses totales hors remb; 907 084,02 € ;1109; 817,93 € 
2023;Orne;Oui;Non;1;Bretoncelles;Dépenses totales hors remb; 1 032 655,98 € ;1505; 686,15 € 
2023;Orne;Oui;Non;1;Briouze;Dépenses totales hors remb; 3 024 422,56 € ;1548; 1 953,76 € 
2023;Orne;Oui;Non;1;Ceaucé;Dépenses totales hors remb; 842 401,47 € ;1187; 709,69 € 
2023;Orne;Oui;Non;1;Ceton;Dépenses totales hors remb; 866 937,49 € ;1792; 483,78 € 
2023;Orne;Oui;Non;1;Chanu;Dépenses totales hors remb; 984 980,35 € ;1276; 771,93 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Dépenses totales hors remb; 1 505 672,70 € ;1573; 957,20 € 
2023;Orne;Oui;Non;1;Gacé;Dépenses totales hors remb; 1 184 303,82 € ;1855; 638,44 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Dépenses totales hors remb; 2 147 458,58 € ;1156; 1 857,66 € 
2023;Orne;Oui;Non;2;Lonrai;Dépenses totales hors remb; 967 901,52 € ;1163; 832,25 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Dépenses totales hors remb; 692 605,78 € ;1417; 488,78 € 
2023;Orne;Oui;Non;1;Messei;Dépenses totales hors remb; 1 278 240,66 € ;1900; 672,76 € 
2023;Orne;Oui;Non;1;Rânes;Dépenses totales hors remb; 827 203,91 € ;1044; 792,34 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Dépenses totales hors remb; 724 991,00 € ;1062; 682,67 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Dépenses totales hors remb; 2 342 059,49 € ;1144; 2 047,25 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Dépenses totales hors remb; 587 200,27 € ;1045; 561,91 € 
2023;Orne;Oui;Non;1;Trun;Dépenses totales hors remb; 1 048 811,63 € ;1290; 813,03 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Epargne brute; 182 500,41 € ;1276; 143,03 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Epargne brute; 119 258,38 € ;1421; 83,93 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Epargne brute; 214 682,02 € ;2420; 88,71 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Epargne brute; 66 746,22 € ;1091; 61,18 € 
2023;Calvados;Oui;Non;1;Aurseulles;Epargne brute; 250 344,25 € ;1921; 130,32 € 
2023;Calvados;Oui;Non;2;Valambray;Epargne brute; 161 202,62 € ;1739; 92,70 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Epargne brute; 495 394,41 € ;2446; 202,53 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Epargne brute; 56 479,18 € ;1114; 50,70 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Epargne brute; 342 283,72 € ;1238; 276,48 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Epargne brute; 497 819,89 € ;2161; 230,37 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Epargne brute; 523 353,06 € ;2322; 225,39 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Epargne brute; 180 522,23 € ;1039; 173,75 € 
2023;Calvados;Oui;Non;1;Seulline;Epargne brute; 92 675,98 € ;1334; 69,47 € 
2023;Calvados;Oui;Non;2;Le Castelet;Epargne brute; 142 458,33 € ;1737; 82,01 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Epargne brute; 154 955,52 € ;1384; 111,96 € 
2023;Calvados;Oui;Non;2;Cambremer;Epargne brute; 112 847,06 € ;1358; 83,10 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Epargne brute; 229 398,72 € ;1732; 132,45 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Epargne brute; 141 946,15 € ;1088; 130,47 € 
2023;Calvados;Oui;Non;2;Amfreville;Epargne brute; 215 151,93 € ;1397; 154,01 € 
2023;Calvados;Oui;Non;2;Audrieu;Epargne brute; 142 003,97 € ;1145; 124,02 € 
2023;Calvados;Oui;Non;2;Authie;Epargne brute; 61 380,02 € ;1714; 35,81 € 
2023;Calvados;Oui;Non;2;Basly;Epargne brute; 95 574,99 € ;1082; 88,33 € 
2023;Calvados;Oui;Non;2;Bavent;Epargne brute; 250 162,60 € ;1946; 128,55 € 
2023;Calvados;Oui;Non;1;Bourguébus;Epargne brute; 221 378,33 € ;2330; 95,01 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Epargne brute; 400 434,77 € ;1937; 206,73 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Epargne brute; 170 037,65 € ;1016; 167,36 € 
2023;Calvados;Oui;Non;1;Cahagnes;Epargne brute; 148 814,41 € ;1421; 104,73 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Epargne brute; 220 087,83 € ;1766; 124,63 € 
2023;Calvados;Oui;Non;1;Clécy;Epargne brute; 494 654,61 € ;1319; 375,02 € 
2023;Calvados;Oui;Non;2;Cresserons;Epargne brute; 59 940,80 € ;1126; 53,23 € 
2023;Calvados;Oui;Non;2;Éterville;Epargne brute; 117 181,90 € ;1670; 70,17 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Epargne brute; 167 968,49 € ;1464; 114,73 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Epargne brute; 254 384,82 € ;1960; 129,79 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Epargne brute; 155 541,74 € ;1215; 128,02 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Epargne brute; 685 051,17 € ;1555; 440,55 € 
2023;Calvados;Oui;Non;2;Maltot;Epargne brute; 105 221,12 € ;1040; 101,17 € 
2023;Calvados;Oui;Non;1;Moyaux;Epargne brute; 282 811,13 € ;1371; 206,28 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Epargne brute; 355 191,81 € ;2564; 138,53 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Epargne brute;-23 232,04 € ;1376;-16,88 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Epargne brute; 140 503,40 € ;1362; 103,16 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Epargne brute; 175 596,33 € ;2116; 82,99 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Epargne brute; 270 723,36 € ;1470; 184,17 € 
2023;Calvados;Oui;Non;2;Sannerville;Epargne brute; 80 245,55 € ;1911; 41,99 € 
2023;Calvados;Oui;Non;2;Soliers;Epargne brute; 460 340,61 € ;2109; 218,27 € 
2023;Calvados;Oui;Non;2;Sommervieu;Epargne brute; 44 171,18 € ;1010; 43,73 € 
2023;Calvados;Oui;Non;2;Thaon;Epargne brute; 175 384,96 € ;1829; 95,89 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Epargne brute; 430 038,53 € ;1789; 240,38 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Epargne brute; 206 313,47 € ;1684; 122,51 € 
2023;Manche;Oui;Non;1;Lessay;Epargne brute; 991 139,43 € ;2294; 432,06 € 
2023;Manche;Oui;Non;1;Moyon Villages;Epargne brute; 200 412,35 € ;1478; 135,60 € 
2023;Manche;Oui;Non;1;Montsenelle;Epargne brute; 338 877,32 € ;1433; 236,48 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Epargne brute; 342 965,24 € ;1205; 284,62 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Epargne brute; 556 342,49 € ;2583; 215,39 € 
2023;Manche;Oui;Non;1;Thèreval;Epargne brute; 180 650,54 € ;1838; 98,29 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Epargne brute; 519 115,72 € ;1313; 395,37 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Epargne brute; 203 374,37 € ;1558; 130,54 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;Epargne brute; 662 761,14 € ;2709; 244,65 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;Epargne brute; 167 708,29 € ;1077; 155,72 € 
2023;Manche;Oui;Non;1;Le Teilleul;Epargne brute; 494 137,64 € ;1690; 292,39 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;Epargne brute; 635 856,61 € ;2891; 219,94 € 
2023;Manche;Oui;Non;1;Terre-et-Marais;Epargne brute; 309 928,45 € ;1350; 229,58 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Epargne brute; 809 279,32 € ;1722; 469,96 € 
2023;Manche;Oui;Non;1;Canisy;Epargne brute; 385 448,07 € ;1803; 213,78 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Epargne brute; 89 073,94 € ;1071; 83,17 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Epargne brute; 379 224,79 € ;2282; 166,18 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Epargne brute; 109 608,84 € ;2006; 54,64 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Epargne brute; 451 892,94 € ;1696; 266,45 € 
2023;Manche;Oui;Non;1;Barenton;Epargne brute; 232 417,76 € ;1241; 187,28 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Epargne brute; 92 291,48 € ;1065; 86,66 € 
2023;Manche;Oui;Non;1;Brécey;Epargne brute; 629 759,02 € ;2313; 272,27 € 
2023;Manche;Oui;Non;3;Bretteville;Epargne brute; 51 495,80 € ;1070; 48,13 € 
2023;Manche;Oui;Non;2;Brix;Epargne brute; 393 463,36 € ;2198; 179,01 € 
2023;Manche;Oui;Non;1;Cérences;Epargne brute; 440 023,57 € ;1809; 243,24 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Epargne brute; 163 544,80 € ;1054; 155,17 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Epargne brute; 129 358,56 € ;1025; 126,20 € 
2023;Manche;Oui;Non;2;Couville;Epargne brute; 126 511,93 € ;1204; 105,08 € 
2023;Manche;Oui;Non;1;Créances;Epargne brute; 745 971,83 € ;2108; 353,88 € 
2023;Manche;Oui;Non;2;Digosville;Epargne brute; 340 268,63 € ;1666; 204,24 € 
2023;Manche;Oui;Non;1;Domjean;Epargne brute; 249 946,98 € ;1027; 243,38 € 
2023;Manche;Oui;Non;2;Fermanville;Epargne brute; 212 190,07 € ;1305; 162,60 € 
2023;Manche;Oui;Non;1;Flamanville;Epargne brute; 17 206 849,55 € ;1789; 9 618,14 € 
2023;Manche;Oui;Non;1;Folligny;Epargne brute; 7 044,45 € ;1121; 6,28 € 
2023;Manche;Oui;Non;1;Hambye;Epargne brute; 308 538,82 € ;1113; 277,21 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Epargne brute; 112 459,96 € ;1289; 87,25 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Epargne brute; 235 084,62 € ;1169; 201,10 € 
2023;Manche;Oui;Non;1;Montebourg;Epargne brute; 558 127,28 € ;2177; 256,37 € 
2023;Manche;Oui;Non;2;Pirou;Epargne brute; 721 645,12 € ;1466; 492,25 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Epargne brute; 484 587,93 € ;1123; 431,51 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Epargne brute; 160 818,53 € ;1007; 159,70 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Epargne brute; 42 701,97 € ;1517; 28,15 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Epargne brute; 222 612,15 € ;1849; 120,40 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Epargne brute; 164 739,11 € ;1471; 111,99 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Epargne brute; 275 727,35 € ;1388; 198,65 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Epargne brute; 498 316,50 € ;2115; 235,61 € 
2023;Manche;Oui;Non;1;Sottevast;Epargne brute; 403 087,90 € ;1462; 275,71 € 
2023;Manche;Oui;Non;2;Surtainville;Epargne brute; 196 665,50 € ;1185; 165,96 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Epargne brute; 171 019,23 € ;1055; 162,10 € 
2023;Orne;Oui;Non;1;Boischampré;Epargne brute; 224 395,52 € ;1226; 183,03 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Epargne brute; 357 987,21 € ;1769; 202,37 € 
2023;Orne;Oui;Non;2;Écouves;Epargne brute; 196 525,37 € ;1699; 115,67 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Epargne brute; 437 674,98 € ;2073; 211,13 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Epargne brute; 405 491,38 € ;2046; 198,19 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Epargne brute; 344 749,51 € ;1940; 177,71 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Epargne brute; 643 659,29 € ;2172; 296,34 € 
2023;Orne;Oui;Non;2;Longny les Villages;Epargne brute; 776 280,76 € ;2978; 260,67 € 
2023;Orne;Oui;Non;1;Passais Villages;Epargne brute; 270 209,10 € ;1179; 229,18 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Epargne brute; 316 895,14 € ;2177; 145,57 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Epargne brute; 279 988,67 € ;1559; 179,60 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Epargne brute; 315 694,81 € ;2251; 140,25 € 
2023;Orne;Oui;Non;1;Mortrée;Epargne brute; 199 214,00 € ;1167; 170,71 € 
2023;Orne;Oui;Non;1;Aube;Epargne brute; 135 106,23 € ;1304; 103,61 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Epargne brute; 68 594,44 € ;1083; 63,34 € 
2023;Orne;Oui;Non;1;Berd'huis;Epargne brute; 181 757,55 € ;1109; 163,89 € 
2023;Orne;Oui;Non;1;Bretoncelles;Epargne brute; 236 278,00 € ;1505; 157,00 € 
2023;Orne;Oui;Non;1;Briouze;Epargne brute; 130 429,80 € ;1548; 84,26 € 
2023;Orne;Oui;Non;1;Ceaucé;Epargne brute; 265 567,45 € ;1187; 223,73 € 
2023;Orne;Oui;Non;1;Ceton;Epargne brute; 410 362,00 € ;1792; 229,00 € 
2023;Orne;Oui;Non;1;Chanu;Epargne brute; 157 439,22 € ;1276; 123,38 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Epargne brute; 171 436,10 € ;1573; 108,99 € 
2023;Orne;Oui;Non;1;Gacé;Epargne brute; 278 407,47 € ;1855; 150,08 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Epargne brute; 450 986,37 € ;1156; 390,13 € 
2023;Orne;Oui;Non;2;Lonrai;Epargne brute; 139 986,72 € ;1163; 120,37 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Epargne brute; 322 740,49 € ;1417; 227,76 € 
2023;Orne;Oui;Non;1;Messei;Epargne brute; 608 439,35 € ;1900; 320,23 € 
2023;Orne;Oui;Non;1;Rânes;Epargne brute; 139 836,12 € ;1044; 133,94 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Epargne brute; 393 111,61 € ;1062; 370,16 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Epargne brute; 327 430,99 € ;1144; 286,22 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Epargne brute; 297 150,84 € ;1045; 284,35 € 
2023;Orne;Oui;Non;1;Trun;Epargne brute; 152 005,00 € ;1290; 117,83 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Impôts et taxes; 295 965,68 € ;1276; 231,95 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Impôts et taxes; 346 060,80 € ;1421; 243,53 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Impôts et taxes; 869 390,69 € ;2420; 359,25 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Impôts et taxes; 542 579,23 € ;1091; 497,32 € 
2023;Calvados;Oui;Non;1;Aurseulles;Impôts et taxes; 564 844,42 € ;1921; 294,04 € 
2023;Calvados;Oui;Non;2;Valambray;Impôts et taxes; 817 657,28 € ;1739; 470,19 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Impôts et taxes; 840 856,33 € ;2446; 343,77 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Impôts et taxes; 187 244,03 € ;1114; 168,08 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Impôts et taxes; 292 561,36 € ;1238; 236,32 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Impôts et taxes; 799 327,08 € ;2161; 369,89 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Impôts et taxes; 738 224,00 € ;2322; 317,93 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Impôts et taxes; 285 621,82 € ;1039; 274,90 € 
2023;Calvados;Oui;Non;1;Seulline;Impôts et taxes; 346 708,30 € ;1334; 259,90 € 
2023;Calvados;Oui;Non;2;Le Castelet;Impôts et taxes; 688 109,60 € ;1737; 396,15 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Impôts et taxes; 292 905,77 € ;1384; 211,64 € 
2023;Calvados;Oui;Non;2;Cambremer;Impôts et taxes; 663 298,16 € ;1358; 488,44 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Impôts et taxes; 564 608,96 € ;1732; 325,99 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Impôts et taxes; 436 642,44 € ;1088; 401,33 € 
2023;Calvados;Oui;Non;2;Amfreville;Impôts et taxes; 760 291,49 € ;1397; 544,23 € 
2023;Calvados;Oui;Non;2;Audrieu;Impôts et taxes; 283 871,00 € ;1145; 247,92 € 
2023;Calvados;Oui;Non;2;Authie;Impôts et taxes; 722 594,65 € ;1714; 421,58 € 
2023;Calvados;Oui;Non;2;Basly;Impôts et taxes; 323 794,63 € ;1082; 299,26 € 
2023;Calvados;Oui;Non;2;Bavent;Impôts et taxes; 925 198,50 € ;1946; 475,44 € 
2023;Calvados;Oui;Non;1;Bourguébus;Impôts et taxes; 1 129 371,11 € ;2330; 484,71 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Impôts et taxes; 456 507,51 € ;1937; 235,68 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Impôts et taxes; 289 331,89 € ;1016; 284,78 € 
2023;Calvados;Oui;Non;1;Cahagnes;Impôts et taxes; 454 395,49 € ;1421; 319,77 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Impôts et taxes; 677 128,94 € ;1766; 383,43 € 
2023;Calvados;Oui;Non;1;Clécy;Impôts et taxes; 540 844,14 € ;1319; 410,04 € 
2023;Calvados;Oui;Non;2;Cresserons;Impôts et taxes; 566 567,08 € ;1126; 503,17 € 
2023;Calvados;Oui;Non;2;Éterville;Impôts et taxes; 528 280,53 € ;1670; 316,34 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Impôts et taxes; 688 056,02 € ;1464; 469,98 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Impôts et taxes; 758 820,72 € ;1960; 387,15 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Impôts et taxes; 266 490,68 € ;1215; 219,33 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Impôts et taxes; 806 347,12 € ;1555; 518,55 € 
2023;Calvados;Oui;Non;2;Maltot;Impôts et taxes; 335 170,41 € ;1040; 322,28 € 
2023;Calvados;Oui;Non;1;Moyaux;Impôts et taxes; 1 213 464,73 € ;1371; 885,09 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Impôts et taxes; 1 264 598,68 € ;2564; 493,21 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Impôts et taxes; 686 997,22 € ;1376; 499,27 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Impôts et taxes; 331 772,41 € ;1362; 243,59 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Impôts et taxes; 798 043,25 € ;2116; 377,15 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Impôts et taxes; 295 161,64 € ;1470; 200,79 € 
2023;Calvados;Oui;Non;2;Sannerville;Impôts et taxes; 844 994,59 € ;1911; 442,17 € 
2023;Calvados;Oui;Non;2;Soliers;Impôts et taxes; 1 497 478,21 € ;2109; 710,04 € 
2023;Calvados;Oui;Non;2;Sommervieu;Impôts et taxes; 347 027,49 € ;1010; 343,59 € 
2023;Calvados;Oui;Non;2;Thaon;Impôts et taxes; 845 663,78 € ;1829; 462,36 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Impôts et taxes; 439 706,27 € ;1789; 245,78 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Impôts et taxes; 701 684,83 € ;1684; 416,68 € 
2023;Manche;Oui;Non;1;Lessay;Impôts et taxes; 2 190 828,13 € ;2294; 955,03 € 
2023;Manche;Oui;Non;1;Moyon Villages;Impôts et taxes; 343 254,41 € ;1478; 232,24 € 
2023;Manche;Oui;Non;1;Montsenelle;Impôts et taxes; 428 219,05 € ;1433; 298,83 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Impôts et taxes; 337 337,78 € ;1205; 279,95 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Impôts et taxes; 646 082,70 € ;2583; 250,13 € 
2023;Manche;Oui;Non;1;Thèreval;Impôts et taxes; 571 017,58 € ;1838; 310,67 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Impôts et taxes; 488 245,46 € ;1313; 371,85 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Impôts et taxes; 508 741,86 € ;1558; 326,54 € 
